@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,3_clustered'

@attribute Instance_number numeric
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute poverty numeric
@attribute population numeric
@attribute per_capita_income numeric
@attribute num_of_death numeric
@attribute num_of_birth numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
1589,OR,15.7,99037,50288,599,3760,cluster1
1590,GA,34.2,707089,49061,8917,11988,cluster0
1591,IL,15.4,67054,41734,1182,2863,cluster1
1592,MN,6.77,20243,65423,296,736,cluster8
1593,CO,15.9,27239,60087,172,1102,cluster8
1594,NE,12.5,10396,43861,131,288,cluster4
1595,NE,12.71,59477,45043,1268,976,cluster6
1596,NC,22.5,61475,42346,1459,2224,cluster7
1597,TX,23,3603,38870,48,97,cluster3
1598,WI,8.88,177913,56901,3570,8261,cluster8
1599,WI,11.56,74785,46558,567,1575,cluster6
1600,MT,17.5,9258,44683,71,180,cluster1
1601,VA,23,125684,77298,1913,5589,cluster2
1602,MS,21,15826,36912,124,788,cluster7
1603,CA,11.5,87428,41088,1789,2271,cluster4
1604,TX,17.8,119712,63720,2866,3632,cluster8
1605,MS,30.2,19591,34223,287,362,cluster0
1606,UT,13.3,9821,75348,76,222,cluster5
1607,OH,15,174035,63582,3282,9536,cluster8
1608,CO,12.8,636963,54857,9086,19276,cluster8
1609,AR,21.9,16882,32869,389,699,cluster3
1610,MO,20.8,20117,33618,471,989,cluster7
1611,KY,19.8,7000,36514,81,321,cluster7
1612,MN,8,11597,44449,68,341,cluster6
1613,OR,15.7,66247,37370,675,1250,cluster7
1614,MS,22.4,17416,31601,139,907,cluster3
1615,FL,32.9,303343,41428,5769,13119,cluster0
1616,CA,13.7,1837504,91195,45443,89432,cluster9
1617,PA,15.86,90535,41447,534,2271,cluster1
1618,WA,12.7,37565,48113,299,579,cluster6
1619,ND,8.62,3341,49333,57,61,cluster6
1620,IA,18.6,11957,49056,289,477,cluster1
1621,MO,13.7,15647,33413,91,306,cluster4
1622,GA,22.5,81022,43782,1808,3808,cluster2
1623,AL,31.3,12981,27110,306,369,cluster0
1624,NE,13.7,10332,45039,69,241,cluster1
1625,KS,12.7,14897,37057,290,678,cluster4
1626,ND,8.2,3129,41291,21,141,cluster4
1627,KS,10.5,1408,43553,7,57,cluster6
1628,KS,12.06,7853,47684,164,265,cluster6
1629,FL,13.7,158512,59854,3648,4534,cluster8
1630,KY,23.34,17069,30323,233,732,cluster3
1631,OH,18.6,59849,44632,548,1055,cluster1
1632,OH,12.08,126355,50624,2477,4353,cluster6
1633,WV,33.28,21729,23751,440,612,cluster0
1634,IL,11.3,34897,43753,337,788,cluster6
1635,AR,19.32,43759,37728,453,2083,cluster7
1636,IL,11.5,320961,69290,7603,10389,cluster8
1637,OH,18.7,63026,35557,377,2136,cluster7
1638,IA,10.79,10783,45430,73,538,cluster6
1639,ID,22.1,26684,50080,497,958,cluster2
1640,AR,15.6,11823,27321,195,642,cluster7
1641,TX,21.4,10461,33342,220,234,cluster7
1642,NY,6.6,101779,50156,2377,4025,cluster6
1643,KY,41.6,26646,38962,199,698,cluster0
1644,SC,24.8,14910,42006,298,470,cluster3
1645,NY,7.73,297999,67153,7164,6211,cluster8
1646,MN,17,32076,43970,404,1333,cluster1
1647,GA,19.1,1033756,53580,12102,43106,cluster2
1648,MO,17,76363,51555,1670,3006,cluster1
1649,MN,13,135152,86324,2781,2689,cluster5
1650,AL,19,103645,36088,1675,2855,cluster7
1651,OK,11.5,25369,39565,264,409,cluster4
1652,TN,22.9,14492,37945,247,365,cluster3
1653,ID,16.9,4215,44628,48,169,cluster1
1654,NV,18.74,43351,41150,880,1782,cluster7
1655,OK,19.8,16474,44198,314,448,cluster7
1656,TX,38.36,61715,24537,786,2949,cluster0
1657,TN,16.2,12967,33366,88,688,cluster7
1658,TX,34.88,414123,31902,5496,17169,cluster0
1659,KY,37.3,13752,29453,164,239,cluster0
1660,MI,12.53,88082,50232,769,1781,cluster6
1661,GA,23.4,85820,50699,841,3349,cluster2
1662,TX,7.9,59415,52117,437,1179,cluster6
1663,TX,25.7,707304,71338,15359,15506,cluster2
1664,MS,36.9,5420,24987,59,88,cluster0
1665,IN,17.11,19969,37910,423,613,cluster7
1666,KS,8.67,32715,57580,677,847,cluster8
1667,IL,14.57,13798,42534,229,381,cluster1
1668,WI,12.9,29404,45092,354,765,cluster6
1669,MI,10.44,75469,58286,1083,1637,cluster8
1670,TN,21.84,69339,32880,577,3714,cluster3
1671,GA,23.5,9897,28995,240,221,cluster3
1672,TX,18.37,3092,34634,34,97,cluster7
1673,KS,10.2,3765,40075,53,161,cluster4
1674,OH,13.5,374868,45626,7422,18404,cluster1
1675,OH,16.6,196364,56628,1871,9930,cluster1
1676,AR,24.7,17683,35839,437,758,cluster3
1677,SD,10.7,24397,42927,548,932,cluster4
1678,OH,12.2,210157,40389,4742,9849,cluster4
1679,NE,14.2,13837,46247,127,680,cluster1
1680,WV,15.6,26229,38681,205,961,cluster7
1681,CA,18.1,815358,70883,5516,18040,cluster8
1682,CO,15.1,8402,39498,58,378,cluster4
1683,IL,12.73,67159,43293,1201,3313,cluster4
1684,NE,12.4,25485,59392,507,1038,cluster8
1685,OR,16.7,1711,49295,34,64,cluster1
1686,KS,12.9,3571,35714,46,173,cluster4
1687,OK,20.9,6506,30755,96,143,cluster7
1688,OK,21.4,23081,50342,541,603,cluster2
1689,ND,9.59,2033,49481,22,68,cluster6
1690,MN,9.09,27656,54468,190,1234,cluster6
1691,CO,17.7,310487,56132,2304,5670,cluster1
1692,FL,22,98359,44460,1771,2123,cluster2
1693,TX,13.2,36385,40118,721,1502,cluster4
1694,KS,9.3,2109,45918,23,84,cluster6
1695,OH,12.11,60734,44016,1302,1401,cluster4
1696,GA,17.93,3084,35247,48,115,cluster7
1697,FL,12.34,73873,51152,1674,1185,cluster6
1698,IA,9.53,213875,55772,2219,7872,cluster8
1699,NY,11.4,61602,42837,615,1022,cluster4
1700,MN,10.7,6264,48611,41,162,cluster6
1701,KY,18.9,161711,53500,2063,5262,cluster2
1702,LA,24.02,10325,31678,52,290,cluster3
1703,KY,27.3,2237,32844,49,34,cluster3
1704,GA,21.19,11744,35765,278,299,cluster7
1705,ID,15.67,20155,40779,431,887,cluster1
1706,VA,21.5,222455,67674,1471,3573,cluster2
1707,IL,16.45,5217080,50806,92180,161048,cluster9
1708,AR,22.8,8582,36898,113,131,cluster3
1709,VA,16.4,447021,61523,7461,19374,cluster8
1710,NE,16.3,5320,54850,83,171,cluster1
1711,IN,14.89,46195,43471,271,890,cluster1
1712,AL,26.6,10857,28544,158,169,cluster3
1713,CA,18.2,44634,36001,1066,1321,cluster7
1714,IL,22,108204,42206,1168,2014,cluster7
1715,CA,20.27,72578,43299,1245,2819,cluster7
1716,TN,20.3,18274,38300,364,702,cluster7
1717,NE,13.3,3410,43882,79,128,cluster1
1718,WI,10.96,27820,46441,693,714,cluster6
1719,MD,6.6,248622,76220,6061,8138,cluster5
1720,VA,18.7,124166,93185,3071,3195,cluster5
1721,SD,21.3,5228,37506,63,193,cluster7
1722,TN,12.7,13915,38082,168,763,cluster4
1723,KY,18.84,301569,47211,4474,14737,cluster1
1724,NE,10.09,9181,47273,74,143,cluster6
1725,MT,14.9,8792,36135,233,359,cluster4
1726,VA,10.3,41773,36789,340,2016,cluster4
1727,NE,14.42,2032,36318,46,66,cluster4
1728,IA,14.1,34268,61176,536,1013,cluster8
1729,WI,13.96,43971,45878,325,965,cluster1
1730,AL,22.5,14259,33940,192,263,cluster3
1731,LA,20.2,33228,39405,613,1414,cluster7
1732,TX,20.16,19595,36073,313,713,cluster7
1733,MD,14,29854,41515,243,982,cluster4
1734,IL,11.7,268457,51706,2633,4611,cluster6
1735,IA,13.15,15987,42449,186,308,cluster4
1736,NY,15.79,199031,43756,1294,9228,cluster1
1737,NY,11.3,62934,49964,662,1595,cluster6
1738,CO,8.8,8046,43565,82,316,cluster6
1739,ND,10.32,2307,43836,50,73,cluster6
1740,NC,24.7,44998,36584,726,693,cluster3
1741,NE,12.4,2769,45820,15,79,cluster6
1742,MO,17.1,4868,39141,49,129,cluster7
1743,NE,19.8,818,38340,6,32,cluster7
1744,IN,19.55,68643,36559,1355,2287,cluster7
1745,NC,19.9,23337,34814,310,515,cluster7
1746,VA,15.15,18408,43374,416,472,cluster1
1747,SD,22.2,11771,50089,212,335,cluster2
1748,KY,14.55,13668,40454,107,678,cluster4
1749,MT,21.9,7457,42174,46,335,cluster7
1750,MI,16.59,29386,37270,467,1186,cluster7
1751,WV,20.7,16493,32940,221,411,cluster7
1752,GA,21.99,9679,33602,131,322,cluster3
1753,KY,17.4,9110,33966,109,145,cluster7
1754,KS,9.64,6119,48998,118,170,cluster6
1755,TN,12.8,49468,35711,679,1037,cluster4
1756,TX,18.89,140111,47930,2507,3669,cluster1
1757,LA,19.5,6584,47100,162,295,cluster1
1758,SD,10.4,2658,30499,34,51,cluster4
1759,WI,17.5,26451,40228,602,1064,cluster7
1760,MN,12.8,10786,50251,248,333,cluster6
1761,NC,19.53,138019,40267,2332,7727,cluster7
1762,MO,21.1,9391,30163,125,173,cluster7
1763,MN,10.6,31416,47679,498,1809,cluster6
1764,IA,9.9,11172,51491,231,619,cluster6
1765,SC,21.28,69835,37038,1437,2156,cluster7
1766,CA,20.1,44154,36597,555,2030,cluster7
1767,TN,13.31,61293,50401,557,1569,cluster6
1768,AL,27.3,17371,32643,279,899,cluster3
1769,GA,28.8,68094,36628,1648,1712,cluster3
1770,OK,21.6,14384,48255,147,331,cluster2
1771,NC,22.9,26992,31370,467,627,cluster3
1772,NJ,24.3,543976,64698,5533,29080,cluster2
1773,NE,11.7,35640,41435,347,1717,cluster4
1774,MA,7.5,159795,58206,3420,5915,cluster8
1775,KS,12.2,9728,47220,187,359,cluster6
1776,NV,13.4,44234,41054,648,810,cluster4
1777,LA,17.8,43286,36532,383,655,cluster7
1778,AK,10,13346,59847,319,219,cluster8
1779,IL,13.1,13576,41576,122,351,cluster4
1780,SC,14.76,461299,48480,10430,17242,cluster1
1781,IA,16.5,102831,42672,902,1616,cluster1
1782,WA,12.71,118109,52013,1882,2141,cluster6
1783,TX,17.94,38186,38466,659,1770,cluster7
1784,OK,24.5,43666,51642,268,1943,cluster2
1785,GA,32.6,15156,32867,76,820,cluster0
1786,MO,30.7,10997,28146,178,398,cluster0
1787,SD,7.3,14059,28406,148,741,cluster4
1788,KS,15.5,7923,53369,50,135,cluster1
1789,NE,13.3,4889,43513,42,98,cluster4
1790,GA,32.9,42959,34702,393,711,cluster0
1791,FL,12.79,382213,47457,4594,18856,cluster6
1792,TN,19.34,16951,29883,196,505,cluster7
1793,MI,18.6,8343,37795,42,338,cluster7
1794,TN,18.5,26180,33110,526,535,cluster7
1795,TX,14.4,3094,46347,23,49,cluster1
1796,OK,17.92,48096,40122,392,2151,cluster7
1797,MS,31.4,28490,40811,448,1336,cluster0
1798,MS,29.4,20661,33140,355,643,cluster3
1799,WI,14,58922,47531,363,3138,cluster1
1800,OH,11.87,37597,40856,713,605,cluster4
1801,AL,20.9,36678,33484,477,668,cluster7
1802,MN,10.8,45836,55687,800,1506,cluster6
1803,GA,30.94,72881,33192,482,3942,cluster0
1804,CO,22.39,12549,36563,132,388,cluster3
1805,WV,14.6,23273,32880,573,885,cluster4
1806,OH,18.5,15268,36074,352,443,cluster7
1807,KS,15.6,14884,37192,178,228,cluster7
1808,WV,15.3,35820,36248,688,571,cluster4
1809,CO,19.4,18865,30420,395,461,cluster7
1810,MS,34.2,49750,28444,874,2492,cluster0
1811,TX,16.3,67450,44958,433,3488,cluster1
1812,ND,10.9,3202,56238,50,59,cluster6
1813,MN,13,15646,38646,220,618,cluster4
1814,KS,11.4,21776,39683,375,616,cluster4
1815,MN,11.37,31456,49978,628,1383,cluster6
1816,IA,8.86,20861,49251,180,462,cluster6
1817,NM,18.48,29380,34686,174,947,cluster7
1818,NJ,21.7,107653,70560,2545,5249,cluster2
1819,FL,20.6,32815,47566,372,1050,cluster2
1820,TX,17.5,24628,36799,290,442,cluster7
1821,VA,3.1,42996,30588,512,1660,cluster4
1822,SC,18.7,155215,55266,1226,2405,cluster2
1823,WA,18.76,12936,37457,93,562,cluster7
1824,IL,18.76,24981,35999,152,1105,cluster7
1825,IN,12.3,199619,45806,2365,5986,cluster6
1826,IN,18.58,23987,38826,245,863,cluster7
1827,WI,11.2,73932,45226,1297,3181,cluster6
1828,TX,14.5,726,49866,18,26,cluster1
1829,CA,24.4,204118,51040,4938,5323,cluster2
1830,TX,31.52,22095,28487,265,973,cluster0
1831,OK,12.2,21857,30190,216,345,cluster4
1832,OH,17.7,181061,87470,3481,8087,cluster5
1833,NE,13.75,10903,40928,74,225,cluster4
1834,FL,16,1267775,46592,20873,64907,cluster9
1835,GA,30.7,21198,40644,112,627,cluster0
1836,AR,31.33,10326,27894,251,560,cluster0
1837,OH,14.62,76751,46613,1192,2976,cluster1
1838,CO,13.6,4420,40914,42,92,cluster4
1839,MN,11.3,36415,53096,559,1526,cluster6
1840,TN,19,635475,43893,5599,29331,cluster1
1841,NE,11.2,8573,45180,133,383,cluster6
1842,RI,8.44,126563,68539,2808,6064,cluster8
1843,TN,18.4,52416,37502,382,1201,cluster7
1844,MI,18.2,17465,42675,409,583,cluster1
1845,NE,12.4,24220,46818,131,375,cluster6
1846,CO,17.3,25442,41817,480,901,cluster1
1847,NE,15.45,4998,42378,75,188,cluster1
1848,MD,6.09,149130,88575,1367,2700,cluster5
1849,PA,12.92,143728,39892,3231,6191,cluster4
1850,GA,25.9,16354,32067,402,578,cluster3
1851,GA,19.8,32559,65478,238,523,cluster2
1852,VA,7.1,23895,41300,161,1102,cluster4
1853,MN,16.7,24836,41290,566,1242,cluster1
1854,VA,7.6,4652,44524,35,195,cluster6
1855,UT,14.2,38003,84672,568,766,cluster5
1856,WV,18.8,8171,35261,81,473,cluster7
1857,LA,20.45,10057,36415,98,207,cluster7
1858,MD,10.5,227980,80216,1441,4647,cluster5
1859,NC,13.83,59976,48596,1373,3113,cluster1
1860,AK,10.8,56900,60431,330,1301,cluster8
1861,MO,17.05,8313,38820,144,280,cluster7
1862,TX,11.89,2288,48161,44,75,cluster6
1863,MO,10.86,10281,46640,207,280,cluster6
1864,IA,11.5,95097,50137,1585,2534,cluster6
1865,TN,6.6,16996,32016,113,472,cluster4
1866,SC,13,355276,46187,5140,14421,cluster1
1867,TX,26.3,369,33502,7,7,cluster3
1868,MD,7.3,36262,56806,562,1547,cluster8
1869,WV,20.17,42126,35418,447,1798,cluster7
1870,GA,28.4,22567,30459,219,667,cluster3
1871,IA,13.8,9124,44254,140,149,cluster1
1872,MN,7.7,93707,85064,790,2947,cluster5
1873,WA,14.6,811681,57542,4823,18534,cluster8
1874,KS,14.1,2480,41263,33,124,cluster4
1875,MN,19.54,45264,40657,1048,2187,cluster7
1876,ID,11.92,26301,47827,190,853,cluster6
1877,CA,21.9,410370,53735,2307,7469,cluster2
1878,GA,16.24,17961,46176,254,272,cluster1
1879,VA,13.6,72020,50534,740,2800,cluster6
1880,OK,12.2,35613,54495,260,1048,cluster6
1881,TX,19.4,12793,37704,128,227,cluster7
1882,UT,7.6,14965,38329,225,675,cluster4
1883,MO,16.99,22219,38410,420,1047,cluster7
1884,OK,14.3,33370,30708,191,1081,cluster4
1885,MS,22,29818,34658,380,547,cluster3
1886,NE,20.51,473,35133,5,10,cluster7
1887,IN,9.13,33392,48192,263,858,cluster6
1888,NY,22.44,2532645,42437,15010,47861,cluster9
1889,KY,28,2188,36770,35,52,cluster3
1890,WI,14.3,27815,45990,311,668,cluster1
1891,SC,16.61,286868,40687,2673,4822,cluster1
1892,OH,9,60071,44346,1261,1762,cluster6
1893,MO,26.6,31974,32018,208,625,cluster3
1894,KS,13.3,4858,39085,69,212,cluster4
1895,TX,11.5,1282,35672,12,62,cluster4
1896,IL,10.4,29620,45365,372,1196,cluster6
1897,IL,9.9,11997,42129,281,421,cluster4
1898,CA,15.1,1450121,52617,29877,35444,cluster9
1899,VA,19.5,76504,36657,1605,3983,cluster7
1900,CO,18.95,160545,40764,2892,4273,cluster7
1901,AR,28.16,27970,28467,412,1448,cluster3
1902,VA,21.4,12042,67948,274,199,cluster2
1903,PA,13,56899,55159,752,3337,cluster6
1904,AR,20.1,22060,33747,537,946,cluster7
1905,WI,11.4,7293,43912,63,281,cluster6
1906,TN,30.11,13545,27428,242,234,cluster0
1907,IN,10.7,23624,39134,275,566,cluster4
1908,VA,5.2,44907,35485,1104,2057,cluster4
1909,NE,26.1,9249,43061,199,290,cluster3
1910,IA,9.14,26255,50758,146,1434,cluster6
1911,TX,15.6,13677,36579,262,396,cluster7
1912,MN,8,27677,58326,512,1302,cluster8
1913,WI,14,26631,44670,597,1134,cluster1
1914,TN,19.2,101134,39821,1093,4589,cluster7
1915,FL,18.16,67485,36452,557,2097,cluster7
1916,WV,18.2,41649,37705,466,2011,cluster7
1917,IL,16.5,14970,39636,191,495,cluster7
1918,VA,14.4,6796,44277,39,171,cluster1
1919,IL,11.51,58388,45930,1255,3087,cluster6
1920,CO,10.29,13451,52257,204,451,cluster6
1921,IN,12.39,42966,44921,894,982,cluster6
1922,GA,17.98,23708,34775,278,357,cluster7
1923,AR,24,43634,38225,955,2398,cluster3
1924,TX,15.2,7243,43737,117,242,cluster1
1925,OK,21.9,12393,32551,163,212,cluster3
1926,MO,17.7,6777,38661,154,260,cluster7
1927,MT,21.1,11470,58241,219,571,cluster2
1928,GA,33.1,23606,29175,118,1124,cluster0
1929,AL,20.23,412577,41867,8348,18730,cluster7
1930,MO,23.9,17052,53150,376,808,cluster2
1931,FL,20.49,19873,33211,479,904,cluster7
1932,IL,7.3,6218,33262,140,191,cluster4
1933,MO,24.01,14306,29533,250,470,cluster3
1934,CO,7.43,5467,60537,123,316,cluster8
1935,ME,10.3,121090,44725,1318,2166,cluster6
1936,PA,9.7,102323,54415,1955,4513,cluster6
1937,MD,6.2,29555,43637,594,1518,cluster6
1938,SD,11.1,16969,54989,421,764,cluster6
1939,CA,20.32,28659,35598,651,1491,cluster7
1940,KY,14.8,27348,35721,430,802,cluster4
1941,MI,15.9,44737,37629,1039,2441,cluster7
1942,NY,17.8,747813,50811,10329,21186,cluster1
1943,AL,12.53,84398,48040,888,4068,cluster6
1944,NE,13.94,289800,49046,4735,9838,cluster1
1945,OH,14.3,236735,38205,3054,4574,cluster4
1946,LA,24.4,187554,40928,1076,6058,cluster3
1947,VA,11.9,12729,46285,97,317,cluster6
1948,WI,9.89,36891,53051,430,1980,cluster6
1949,PA,10.6,184970,57346,1469,8303,cluster8
1950,PA,15.2,43560,44997,681,1635,cluster1
1951,CA,18.8,420757,61976,8813,13374,cluster2
1952,KS,12.8,155085,37805,1307,2644,cluster4
1953,IA,10.14,10789,47692,183,283,cluster6
1954,KY,20.7,12870,36255,101,328,cluster7
1955,NY,30,79526,48453,1573,2749,cluster2
1956,ND,11.51,3720,55353,63,190,cluster6
1957,KY,27.78,6317,28773,102,234,cluster3
1958,TX,20.1,12449,37232,150,678,cluster7
1959,TX,21.1,276,53263,5,8,cluster2
1960,LA,13.3,41632,32582,441,1661,cluster4
1961,TN,26.6,18881,34310,195,363,cluster3
1962,TN,20.8,118961,57676,2784,5863,cluster2
1963,CT,11.38,118151,54911,2283,2785,cluster6
1964,MT,11.65,8989,44925,142,146,cluster6
1965,TN,28.7,18095,30020,227,814,cluster3
1966,IL,12,17644,46639,323,778,cluster6
1967,NE,10.5,6460,53293,156,235,cluster6
1968,IN,14.97,17237,40790,148,644,cluster1
1969,LA,45.8,20365,29778,192,990,cluster0
1970,IN,11,82895,41786,1659,2888,cluster4
1971,IL,15.4,16408,37428,212,419,cluster4
1972,OH,14,59637,46937,770,1617,cluster1
1973,TN,18.65,98255,39510,1393,4390,cluster7
1974,GA,26.2,127111,56407,873,1918,cluster2
1975,CO,15.7,288225,97806,6324,4356,cluster5
1976,NC,20.9,60576,42816,601,952,cluster7
1977,TX,18.45,22892,42710,371,1169,cluster7
1978,OH,21.9,92392,43546,1169,3534,cluster2
1979,MI,17.9,10926,28526,146,452,cluster7
1980,VA,22.5,95194,42307,2341,2733,cluster7
1981,GA,16.6,31264,48532,373,1656,cluster1
1982,VA,9.8,17514,36806,200,326,cluster4
1983,NC,20,19345,30586,148,711,cluster7
1984,NC,10.8,36777,40441,708,1916,cluster4
1985,TX,6.4,10208,34034,125,260,cluster4
1986,AR,24.8,11010,30630,80,344,cluster3
1987,CA,9.1,2125440,53981,14028,34791,cluster8
1988,UT,14.4,236640,54169,1743,5197,cluster1
1989,MI,17.11,156941,40946,2579,8163,cluster1
1990,NY,15.1,919086,50370,8907,44322,cluster1
1991,KS,17.1,3123,39442,36,184,cluster7
1992,AK,6.2,1875,66325,38,44,cluster8
1993,GA,19.1,187928,87380,1995,4846,cluster5
1994,MS,24.24,15406,28707,266,706,cluster3
1995,KS,12.7,6030,55780,126,109,cluster6
1996,TX,11.12,471734,61996,11261,22463,cluster8
1997,GA,28.14,5910,26010,59,315,cluster3
1998,GA,21.8,93698,40117,793,1819,cluster7
1999,VA,18.6,4969,44882,44,75,cluster1
2000,OH,14,45831,51769,1107,1137,cluster1
2001,FL,16.44,15844,37373,389,479,cluster7
2002,TN,19.3,22190,33220,211,1330,cluster7
2003,OK,21.11,11139,35713,79,421,cluster7
2004,KY,30.2,23827,34260,476,933,cluster0
2005,MO,20.26,19115,36255,318,711,cluster7
2006,WA,21.03,45077,35860,833,2085,cluster7
2007,NE,13.97,716,41783,11,31,cluster4
2008,VA,12.96,15097,46055,265,692,cluster6
2009,NM,28.1,28891,31285,555,1590,cluster3
2010,AR,23.9,37025,37818,476,1740,cluster3
2011,MN,10.86,11686,44504,80,285,cluster6
2012,GA,22.58,25688,31531,509,1423,cluster3
2013,GA,32.9,48277,48967,312,849,cluster0
2014,TN,21.9,12108,36584,300,653,cluster7
2015,MI,15.6,38731,36253,238,1708,cluster7
2016,FL,30.2,194345,56359,2960,10272,cluster2
2017,NE,12.27,36773,46246,362,940,cluster6
2018,AK,10.7,13779,61296,132,691,cluster8
2019,TN,21.07,7898,31505,109,364,cluster7
2020,TX,14.6,13765,36522,258,266,cluster4
2021,AR,13.91,116342,49314,1290,4936,cluster1
2022,OK,22.3,9124,41784,110,179,cluster7
2023,GA,38.3,72694,35078,546,3324,cluster0
2024,KY,33.1,14493,29895,126,492,cluster0
2025,ND,10.38,2264,52376,23,60,cluster6
2026,NY,14.7,51795,44697,1198,1455,cluster1
2027,IL,14.4,38061,60498,218,793,cluster8
2028,AR,9.6,7944,27896,84,183,cluster4
2029,TN,20.54,72958,35053,1631,2958,cluster7
2030,ID,14.9,12691,38407,111,240,cluster4
2031,NM,16.4,27036,33782,234,439,cluster7
2032,TX,20.25,14946,35904,266,266,cluster7
2033,SC,17.5,32457,29140,199,888,cluster7
2034,IA,9.5,13758,40867,142,497,cluster4
2035,TX,21.7,15619,42378,359,473,cluster7
2036,WV,18.3,23304,35872,478,1126,cluster7
2037,IA,9.4,19929,43228,190,918,cluster6
2038,MO,20.6,89856,41210,1584,4474,cluster7
2039,GA,27.21,6740,27860,143,322,cluster3
2040,KY,32.61,7817,24770,170,424,cluster0
2041,TN,24.6,7860,31493,113,354,cluster3
2042,MO,21.7,12112,41804,166,369,cluster7
2043,KS,11.16,13433,50342,281,295,cluster6
2044,KY,27.17,13943,29078,195,554,cluster3
2045,KY,17.1,6525,28754,56,133,cluster7
2046,MN,10.7,4087,45228,48,115,cluster6
2047,KS,11.7,2979,44028,72,74,cluster6
2048,MO,17.4,22153,41189,129,429,cluster7
2049,IN,12.29,47553,46690,628,788,cluster6
2050,ID,15.7,4240,42575,41,91,cluster1
2051,TX,12.17,690,46528,10,36,cluster6
2052,IN,17.5,353888,47014,2691,5324,cluster1
2053,IA,11.3,16416,45637,213,824,cluster6
2054,MI,12.45,17443,45998,315,627,cluster6
2055,KY,28.3,7099,25968,109,109,cluster3
2056,WY,10.39,13755,59507,120,729,cluster8
2057,NJ,6.9,96091,51585,779,4324,cluster6
2058,MT,17.7,4208,33416,67,65,cluster7
2059,TX,12.4,3740,42329,41,63,cluster4
2060,LA,14.8,39436,33715,348,1860,cluster4
2061,OH,9.29,45838,51130,1120,1108,cluster6
2062,IN,12.5,24029,39998,388,508,cluster4
2063,KY,15.04,14698,44853,103,237,cluster1
2064,PA,11.05,24400,44865,234,865,cluster6
2065,VA,17.65,95684,41910,743,2832,cluster1
2066,TX,11.7,616,58489,5,24,cluster8
2067,IN,7.3,69330,39151,380,3541,cluster4
2068,KS,9,34459,39553,857,933,cluster4
2069,MO,20,31485,49157,760,1006,cluster2
2070,PA,16.04,44976,39051,619,1607,cluster7
2071,KY,25.9,15848,32114,81,706,cluster3
2072,NE,13.3,13872,43489,156,333,cluster4
2073,WI,12.78,167293,51966,4075,6300,cluster6
2074,MO,29.7,25135,32015,191,730,cluster3
2075,SD,9.7,9216,37422,143,287,cluster4
2076,VA,8.7,62807,42236,1007,3708,cluster6
2077,NC,23.8,51871,38563,504,2067,cluster3
2078,MI,24.2,11539,28971,172,577,cluster3
2079,GA,19.9,2793,32789,33,116,cluster7
2080,KS,9.75,10113,47971,223,422,cluster6
2081,IL,17.16,53916,40623,1077,1097,cluster7
2082,NJ,12.6,275422,50881,5561,4316,cluster6
2083,NC,17.63,40285,37388,265,679,cluster7
2084,NE,11.8,3188,43406,37,54,cluster4
2085,OR,10.4,62795,36216,1141,2370,cluster4
2086,IN,13.8,38581,40809,546,723,cluster4
2087,MT,11.7,3667,41211,37,122,cluster4
2088,SD,32.37,2067,30170,32,57,cluster0
2089,MT,20.44,2402,35769,49,40,cluster7
2090,OK,19.82,31860,34431,445,516,cluster7
2091,NE,14.9,3725,40250,64,197,cluster4
2092,PA,11.1,90160,39047,821,3042,cluster4
2093,MT,14.1,1738,38756,26,44,cluster4
2094,NV,8.93,3896,54582,93,143,cluster6
2095,VT,12.5,44266,46566,324,2020,cluster6
2096,OH,12.2,13239,36432,132,597,cluster4
2097,CO,16.89,3795,34168,81,173,cluster7
2098,WI,13.4,43610,50026,982,747,cluster6
2099,KY,23.8,64178,33736,624,2180,cluster3
2100,IN,15.6,58944,69919,1264,2344,cluster8
2101,ND,12.3,2553,48179,49,94,cluster6
2102,WV,14.6,107098,52672,1445,4356,cluster1
2103,NC,18.5,63713,37047,1044,3067,cluster7
2104,TX,8.45,1928,49501,33,43,cluster6
2105,TX,20.7,72529,45431,1531,2336,cluster2
2106,SC,26.14,31758,26308,756,1712,cluster3
2107,KS,12.7,2512,40908,52,43,cluster4
2108,KY,19.5,88423,47341,1401,4267,cluster1
2109,FL,22.6,496950,40114,2996,11116,cluster3
2110,GA,28.5,6517,30909,75,140,cluster3
2111,TX,9.51,1620,54628,36,73,cluster6
2112,FL,21.2,8804,34054,76,184,cluster7
2113,TX,16.7,13667,36429,165,320,cluster7
2114,CO,6,8706,64822,66,177,cluster8
2115,KY,27.77,13842,26829,291,286,cluster3
2116,OK,13.9,51649,44036,1039,1721,cluster1
2117,TX,14.7,38088,37512,561,1250,cluster4
2118,AL,20.3,25961,34418,313,843,cluster7
2119,TN,17.8,25444,33251,320,400,cluster7
2120,WV,22.2,26213,35945,628,1140,cluster3
2121,IN,9.7,108428,40091,1829,2254,cluster4
2122,WI,13.71,160092,47857,1591,2529,cluster1
