@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,3_clustered'

@attribute Instance_number numeric
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute obesity_rate numeric
@attribute diabetes_rate numeric
@attribute excercise_rate numeric
@attribute no_of_hospitals numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
2136,KY,39,14,0,3,cluster0
2137,NY,31,8,11,3,cluster8
2138,OH,34,11,7,6,cluster2
2139,VA,40,13,17,0,cluster0
2140,VA,36,11,9,0,cluster2
2141,MS,36,12,11,3,cluster2
2142,VA,41,12,10,3,cluster6
2143,TX,35,9,11,3,cluster3
2144,IN,41,11,14,3,cluster1
2145,CO,27,6,0,0,cluster9
2146,UT,36,9,0,0,cluster3
2147,MS,41,13,0,3,cluster6
2148,CT,20,7,19,18,cluster9
2149,GA,38,15,0,3,cluster0
2150,SD,35,10,0,3,cluster3
2151,KY,42,13,0,0,cluster6
2152,KY,41,15,0,0,cluster7
2153,MI,39,9,8,9,cluster3
2154,KS,33,9,6,3,cluster3
2155,IN,37,10,4,3,cluster3
2156,GA,35,12,0,0,cluster2
2157,SD,33,12,14,3,cluster2
2158,MO,36,8,9,3,cluster8
2159,WI,34,11,10,0,cluster2
2160,ND,33,10,27,3,cluster4
2161,TN,38,11,0,0,cluster1
2162,WA,29,10,10,3,cluster5
2163,OK,42,14,5,3,cluster0
2164,IN,35,11,4,0,cluster2
2165,KY,40,12,4,3,cluster6
2166,MN,39,8,6,3,cluster8
2167,IA,34,9,8,3,cluster3
2168,LA,40,12,0,3,cluster6
2169,KY,35,12,8,3,cluster2
2170,IN,35,12,0,0,cluster2
2171,UT,36,9,0,3,cluster3
2172,IN,38,9,11,6,cluster3
2173,IA,40,10,11,3,cluster1
2174,OH,36,11,4,3,cluster2
2175,ME,34,11,12,12,cluster2
2176,GA,37,12,0,3,cluster6
2177,GA,36,12,7,3,cluster2
2178,VA,34,11,28,0,cluster4
2179,KY,36,9,13,6,cluster3
2180,KY,38,12,5,3,cluster6
2181,NY,35,9,5,3,cluster3
2182,OK,40,13,5,6,cluster6
2183,KY,39,13,0,0,cluster0
2184,MI,39,11,9,6,cluster1
2185,CA,28,9,8,12,cluster5
2186,OR,31,9,9,3,cluster5
2187,NM,24,8,20,3,cluster9
2188,KS,40,12,0,0,cluster6
2189,GA,36,13,10,0,cluster0
2190,TN,38,12,7,0,cluster6
2191,UT,32,9,3,3,cluster3
2192,MT,29,9,0,3,cluster5
2193,VA,38,11,0,0,cluster1
2194,TX,35,10,13,3,cluster3
2195,NJ,24,8,22,15,cluster9
2196,OK,38,11,7,6,cluster1
2197,CO,26,5,0,0,cluster9
2198,AR,38,12,11,3,cluster6
2199,LA,39,12,4,0,cluster6
2200,IL,35,9,9,3,cluster3
2201,MI,39,12,9,9,cluster6
2202,KS,35,10,0,3,cluster3
2203,TX,39,9,10,3,cluster3
2204,GA,36,11,0,3,cluster2
2205,MN,34,9,15,3,cluster3
2206,IA,35,7,15,3,cluster8
2207,TX,35,10,7,3,cluster3
2208,AR,36,10,8,3,cluster3
2209,MT,33,8,42,3,cluster4
2210,PA,35,9,5,3,cluster3
2211,TX,36,10,0,0,cluster3
2212,TX,36,9,6,3,cluster3
2213,ND,38,8,0,6,cluster8
2214,AL,41,13,4,3,cluster6
2215,IL,36,10,18,0,cluster3
2216,MN,33,10,8,3,cluster3
2217,GA,35,11,6,3,cluster2
2218,MO,38,10,0,3,cluster1
2219,VA,34,11,7,0,cluster2
2220,KY,40,13,0,3,cluster6
2221,NM,28,10,0,0,cluster5
2222,WI,35,10,15,0,cluster3
2223,IL,34,10,11,3,cluster3
2224,TX,35,11,9,3,cluster2
2225,AK,47,8,11,3,cluster1
2226,VA,24,6,11,3,cluster9
2227,NY,24,9,15,36,cluster5
2228,MI,37,12,0,3,cluster6
2229,GA,37,15,0,3,cluster0
2230,WV,37,13,24,3,cluster0
2231,NE,35,9,0,0,cluster3
2232,IN,32,10,10,33,cluster5
2233,TX,38,12,0,0,cluster6
2234,MO,46,11,11,3,cluster1
2235,CA,30,8,6,51,cluster5
2236,ID,34,9,0,0,cluster3
2237,PA,38,10,7,3,cluster1
2238,IA,36,9,11,3,cluster3
2239,OH,40,11,3,3,cluster1
2240,OK,36,12,6,3,cluster2
2241,VA,35,13,11,0,cluster0
2242,CA,29,9,23,6,cluster5
2243,KY,41,16,0,9,cluster7
2244,VA,36,10,4,3,cluster3
2245,MN,33,11,0,3,cluster2
2246,MI,41,10,8,3,cluster1
2247,MS,37,13,11,3,cluster0
2248,CO,26,7,26,3,cluster9
2249,IL,38,11,0,3,cluster1
2250,GA,39,12,9,3,cluster6
2251,KY,40,11,5,3,cluster1
2252,GA,34,11,7,6,cluster2
2253,KY,37,9,15,6,cluster3
2254,TX,35,10,5,9,cluster3
2255,KS,36,9,44,3,cluster4
2256,NE,34,9,0,3,cluster3
2257,FL,39,13,0,3,cluster0
2258,MI,28,8,11,12,cluster5
2259,AL,44,14,0,3,cluster7
2260,SD,35,7,14,3,cluster8
2261,GA,43,15,0,0,cluster7
2262,MS,38,14,4,12,cluster0
2263,WA,28,10,20,3,cluster5
2264,IA,37,8,10,6,cluster8
2265,TX,37,10,0,3,cluster3
2266,MI,34,11,0,3,cluster2
2267,MT,34,8,115,3,cluster4
2268,MT,34,8,55,3,cluster4
2269,IA,35,9,7,3,cluster3
2270,TN,36,11,19,3,cluster2
2271,SC,38,14,5,3,cluster0
2272,MO,33,9,9,9,cluster3
2273,GA,37,11,0,0,cluster1
2274,MI,40,12,0,3,cluster6
2275,AL,44,15,0,3,cluster7
2276,NC,34,10,6,3,cluster3
2277,TX,38,9,9,3,cluster3
2278,IL,36,9,15,3,cluster3
2279,UT,16,4,22,3,cluster9
2280,GA,38,11,0,3,cluster1
2281,TX,33,13,0,0,cluster0
2282,OK,40,13,0,3,cluster6
2283,MO,36,10,13,0,cluster3
2284,GA,44,16,0,3,cluster7
2285,TN,39,12,0,3,cluster6
2286,MI,39,13,0,0,cluster0
2287,NM,35,8,0,0,cluster8
2288,WA,40,10,7,3,cluster1
2289,TX,37,10,13,3,cluster3
2290,CO,15,3,30,3,cluster9
2291,MN,31,8,10,0,cluster8
2292,KY,40,13,0,0,cluster6
2293,TX,37,10,0,3,cluster3
2294,NE,37,14,14,6,cluster0
2295,CO,28,6,9,3,cluster9
2296,AZ,35,14,3,12,cluster0
2297,GA,37,11,0,0,cluster1
2298,UT,35,7,10,3,cluster8
2299,MI,38,11,0,3,cluster1
2300,MI,36,11,14,0,cluster2
2301,OH,34,12,6,3,cluster2
2302,WI,33,9,8,3,cluster3
2303,MA,27,8,13,3,cluster5
2304,GA,35,12,0,0,cluster2
2305,ID,29,11,13,3,cluster2
2306,MO,32,7,13,6,cluster8
2307,SD,32,8,0,3,cluster8
2308,CA,33,10,13,3,cluster3
2309,FL,32,12,7,3,cluster2
2310,VA,39,13,36,3,cluster4
2311,AR,35,11,10,6,cluster2
2312,MS,45,16,0,3,cluster7
2313,CA,31,10,3,3,cluster3
2314,SC,42,15,6,3,cluster7
2315,TX,38,12,4,3,cluster6
2316,NV,39,8,0,0,cluster8
2317,GA,41,15,0,0,cluster7
2318,WY,33,7,14,3,cluster8
2319,ID,37,9,5,3,cluster3
2320,MT,28,10,9,3,cluster5
2321,MT,35,8,37,3,cluster4
2322,AL,37,10,5,3,cluster3
2323,ND,35,10,19,3,cluster3
2324,LA,39,15,4,3,cluster7
2325,KY,41,15,0,3,cluster7
2326,MD,35,10,6,3,cluster3
2327,IL,36,11,0,0,cluster2
2328,MD,32,9,9,0,cluster5
2329,KY,34,11,14,3,cluster2
2330,WI,41,12,0,0,cluster6
2331,WI,36,8,11,9,cluster8
2332,CO,23,6,9,6,cluster9
2333,MA,23,8,14,36,cluster9
2334,HI,22,9,5,24,cluster5
2335,MT,25,6,15,9,cluster9
2336,WY,24,5,12,3,cluster9
2337,WI,34,9,12,9,cluster3
2338,TX,37,10,0,0,cluster3
2339,OR,33,10,14,0,cluster3
2340,GA,36,12,3,0,cluster2
2341,NC,44,16,5,0,cluster7
2342,UT,26,6,6,6,cluster9
2343,IN,36,9,7,3,cluster3
2344,WA,30,7,5,6,cluster8
2345,FL,38,14,0,3,cluster0
2346,SD,37,12,71,3,cluster4
2347,SC,43,12,5,3,cluster6
2348,WA,31,9,9,6,cluster5
2349,NM,30,7,0,3,cluster8
2350,WA,35,9,9,0,cluster3
2351,MN,31,8,23,6,cluster5
2352,KY,36,15,3,3,cluster0
2353,MS,42,13,12,3,cluster6
2354,IN,36,11,0,0,cluster2
2355,KS,30,6,7,6,cluster9
2356,KS,35,10,0,3,cluster3
2357,WV,36,13,7,3,cluster0
2358,PA,31,10,9,12,cluster5
2359,CA,23,8,7,249,cluster5
2360,WI,33,7,12,3,cluster8
2361,GA,34,11,13,0,cluster2
2362,MI,39,13,0,0,cluster0
2363,GA,37,10,5,3,cluster3
2364,PA,34,10,5,3,cluster3
2365,TX,37,12,0,0,cluster6
2366,CO,29,6,0,6,cluster9
2367,CA,30,7,5,6,cluster8
2368,TX,40,11,6,6,cluster1
2369,WV,38,13,11,6,cluster0
2370,KS,41,11,0,6,cluster1
2371,TX,35,9,0,0,cluster3
2372,WV,39,12,13,0,cluster6
2373,AZ,23,9,11,9,cluster5
2374,VA,39,11,8,0,cluster1
2375,LA,32,11,14,21,cluster2
2376,IN,37,11,7,3,cluster1
2377,MI,36,12,5,3,cluster2
2378,NC,40,13,21,3,cluster0
2379,PA,28,8,19,30,cluster5
2380,TN,38,13,10,3,cluster0
2381,UT,35,7,20,3,cluster8
2382,VA,33,12,2,3,cluster2
2383,TX,35,12,11,3,cluster2
2384,WV,41,13,0,3,cluster6
2385,NY,33,10,13,0,cluster3
2386,LA,45,14,0,3,cluster7
2387,ND,36,9,0,0,cluster3
2388,TX,35,10,9,6,cluster3
2389,TX,33,9,11,3,cluster3
2390,CO,20,6,11,12,cluster9
2391,MT,29,9,0,3,cluster5
2392,MN,34,9,17,6,cluster3
2393,ND,34,9,15,3,cluster3
2394,VT,32,8,4,3,cluster8
2395,IN,35,10,4,3,cluster3
2396,NE,31,11,18,3,cluster2
2397,GA,41,7,9,0,cluster8
2398,AR,42,12,8,3,cluster6
2399,MS,43,15,12,3,cluster7
2400,KY,39,14,5,0,cluster0
2401,OH,34,9,9,3,cluster3
2402,MO,40,12,0,0,cluster6
2403,ND,33,10,0,3,cluster3
2404,GA,41,14,0,3,cluster0
2405,MO,37,10,0,0,cluster3
2406,TX,35,9,5,3,cluster3
2407,LA,33,12,7,12,cluster2
2408,MD,34,12,6,36,cluster2
2409,CA,32,9,8,12,cluster5
2410,IL,31,7,11,6,cluster8
2411,IN,38,12,4,3,cluster6
2412,ND,41,10,0,3,cluster1
2413,MN,33,8,7,0,cluster8
2414,MN,35,9,0,6,cluster3
2415,NJ,28,10,10,21,cluster5
2416,GA,38,11,0,0,cluster1
2417,KS,38,10,12,3,cluster1
2418,KS,35,10,0,3,cluster3
2419,MS,40,14,4,0,cluster0
2420,KY,40,11,6,0,cluster1
2421,MA,30,10,9,15,cluster5
2422,SC,34,9,8,3,cluster3
2423,IL,33,11,8,9,cluster2
2424,ND,34,10,0,3,cluster3
2425,NV,33,9,20,3,cluster5
2426,PA,32,10,12,18,cluster5
2427,LA,37,11,6,3,cluster1
2428,LA,41,13,6,0,cluster6
2429,IN,38,11,4,0,cluster1
2430,NE,36,12,0,3,cluster2
2431,WY,33,10,14,3,cluster3
2432,CT,20,6,20,18,cluster9
2433,NY,33,9,7,9,cluster3
2434,IL,34,9,6,6,cluster3
2435,CO,27,8,8,6,cluster5
2436,MI,35,11,10,3,cluster2
2437,MS,44,14,0,3,cluster7
2438,OH,36,10,10,3,cluster3
2439,OH,38,11,8,3,cluster1
2440,SD,33,9,0,3,cluster3
2441,AR,40,12,12,3,cluster6
2442,HI,25,8,8,9,cluster9
2443,PA,36,9,2,3,cluster3
2444,FL,27,11,13,33,cluster5
2445,GA,38,13,7,0,cluster0
2446,LA,31,8,12,24,cluster5
2447,IA,32,8,13,0,cluster8
2448,MO,39,12,11,3,cluster6
2449,NC,39,14,7,3,cluster0
2450,OK,41,12,15,3,cluster6
2451,GA,34,11,7,6,cluster2
2452,AR,43,14,5,6,cluster7
2453,WY,31,8,0,3,cluster8
2454,KS,36,10,0,6,cluster3
2455,MS,44,15,0,3,cluster7
2456,MD,33,11,12,3,cluster2
2457,LA,44,14,0,3,cluster7
2458,TN,37,11,0,3,cluster1
2459,WI,37,12,6,3,cluster2
2460,IA,36,9,15,3,cluster3
2461,IL,38,11,16,3,cluster1
2462,KY,39,14,8,0,cluster0
2463,KS,25,7,18,30,cluster9
2464,MS,43,15,0,3,cluster7
2465,FL,28,8,12,6,cluster5
2466,IL,34,10,9,9,cluster3
2467,IN,37,12,0,3,cluster6
2468,PA,37,10,5,9,cluster3
2469,TN,44,12,7,0,cluster6
2470,KY,34,9,6,6,cluster3
2471,MT,39,12,0,0,cluster6
2472,MS,39,13,4,3,cluster0
2473,AR,41,15,9,3,cluster7
2474,MI,34,11,19,3,cluster2
2475,NE,37,9,0,0,cluster3
2476,GA,36,14,5,3,cluster0
2477,NE,34,8,24,3,cluster8
2478,OK,36,11,12,3,cluster2
2479,MO,34,11,0,3,cluster2
2480,MS,40,11,0,3,cluster1
2481,UT,32,9,2,3,cluster3
2482,AL,34,12,6,6,cluster2
2483,AL,49,15,0,3,cluster7
2484,IN,38,10,12,3,cluster1
2485,WV,37,14,9,6,cluster0
2486,LA,40,11,12,6,cluster1
2487,TX,34,10,0,0,cluster3
2488,WA,25,8,20,12,cluster9
2489,MS,44,14,9,3,cluster7
2490,NC,38,14,5,3,cluster0
2491,AZ,24,9,11,9,cluster5
2492,KS,35,10,10,6,cluster3
2493,IA,38,10,0,3,cluster1
2494,IL,35,10,6,6,cluster3
2495,NY,34,12,10,3,cluster2
2496,VA,37,7,7,3,cluster8
2497,KY,37,12,6,3,cluster2
2498,CO,28,7,0,0,cluster9
2499,GA,33,12,4,3,cluster2
2500,SC,38,14,5,3,cluster0
2501,NM,32,8,0,3,cluster8
2502,MN,33,9,7,6,cluster3
2503,NY,32,10,8,6,cluster3
2504,IN,37,10,6,6,cluster3
2505,VA,32,9,13,3,cluster5
2506,VT,30,8,4,3,cluster5
2507,TX,38,10,0,0,cluster1
2508,NE,34,9,0,3,cluster3
2509,LA,42,14,9,6,cluster0
2510,TN,36,11,15,3,cluster2
2511,MS,39,13,0,3,cluster0
2512,MS,38,14,0,3,cluster0
2513,SD,38,6,15,3,cluster8
2514,TN,42,11,0,3,cluster1
2515,MN,35,9,12,6,cluster3
2516,MN,35,8,12,3,cluster8
2517,NY,32,9,12,9,cluster5
2518,SC,40,15,9,6,cluster7
2519,UT,26,7,8,30,cluster9
2520,OR,33,10,0,0,cluster3
2521,UT,18,4,19,3,cluster9
2522,WV,38,13,5,0,cluster0
2523,NE,37,9,0,0,cluster3
2524,KS,36,12,0,0,cluster2
2525,TX,35,13,0,0,cluster0
2526,OH,35,11,9,3,cluster2
2527,VA,37,12,4,3,cluster2
2528,ND,33,9,15,3,cluster3
2529,MS,40,13,0,0,cluster6
2530,MO,36,8,4,3,cluster8
2531,IN,35,10,7,3,cluster3
2532,IA,35,9,0,3,cluster3
2533,OK,37,12,6,6,cluster2
2534,TN,39,11,8,3,cluster1
2535,NC,42,15,15,0,cluster7
2536,CA,29,7,16,3,cluster9
2537,MT,33,8,0,3,cluster8
2538,ME,34,13,6,12,cluster0
2539,MA,27,9,13,27,cluster5
2540,IA,35,10,9,3,cluster3
2541,KY,41,13,0,0,cluster6
2542,TX,38,11,0,3,cluster1
2543,MN,39,8,19,3,cluster8
2544,MA,23,9,44,3,cluster4
2545,KY,38,12,5,3,cluster6
2546,KY,36,13,0,3,cluster0
2547,LA,40,11,0,3,cluster1
2548,GA,33,11,2,3,cluster2
2549,PA,35,10,12,15,cluster3
2550,CA,34,8,5,3,cluster8
2551,OH,34,12,9,9,cluster2
2552,TX,40,12,4,6,cluster6
2553,GA,40,14,0,3,cluster0
2554,PA,38,13,13,3,cluster0
2555,IL,37,10,15,3,cluster3
2556,NV,40,8,0,3,cluster8
2557,IA,31,8,0,0,cluster8
2558,MS,47,18,0,3,cluster7
2559,ND,39,10,14,3,cluster1
2560,AR,41,12,11,3,cluster6
2561,AR,44,14,4,6,cluster7
2562,MI,41,12,0,3,cluster6
2563,KS,42,11,0,3,cluster1
2564,AK,49,7,15,3,cluster8
2565,KS,38,9,14,3,cluster3
2566,WA,31,8,11,3,cluster8
2567,MI,35,12,25,3,cluster2
2568,TN,43,12,6,0,cluster6
2569,TX,37,10,0,0,cluster3
2570,CA,22,7,12,30,cluster9
2571,WI,31,8,16,3,cluster5
2572,NY,36,11,4,3,cluster2
2573,GA,35,13,9,0,cluster0
2574,NC,31,9,13,9,cluster5
2575,CO,22,5,14,0,cluster9
2576,GA,36,12,6,0,cluster2
2577,MO,39,9,11,9,cluster3
2578,SC,40,14,7,3,cluster0
2579,KY,40,13,0,3,cluster6
2580,TN,41,12,0,3,cluster6
2581,MS,41,14,10,3,cluster0
2582,KY,41,13,0,0,cluster6
2583,OK,41,12,0,3,cluster6
2584,DE,31,12,16,9,cluster2
2585,MN,35,9,0,3,cluster3
2586,TX,39,8,0,0,cluster8
2587,WA,30,10,9,6,cluster5
2588,MS,49,15,0,3,cluster7
2589,MS,41,13,9,3,cluster6
2590,OK,39,12,4,3,cluster6
2591,IA,33,8,15,6,cluster8
2592,IL,39,10,7,3,cluster1
2593,VA,38,12,4,3,cluster6
2594,VA,31,11,0,3,cluster2
2595,KS,40,12,0,3,cluster6
2596,GA,38,12,9,6,cluster6
2597,TX,35,9,9,6,cluster3
2598,TX,37,10,7,6,cluster3
2599,SD,42,12,0,0,cluster6
2600,FL,32,14,5,6,cluster0
2601,WI,31,8,21,9,cluster5
2602,WV,40,14,0,3,cluster0
2603,GA,37,11,0,3,cluster1
2604,GA,36,13,5,3,cluster0
2605,GA,41,12,0,0,cluster6
2606,KY,46,13,8,0,cluster6
2607,NC,39,12,16,3,cluster6
2608,MO,40,11,7,3,cluster1
2609,TX,35,10,8,3,cluster3
2610,IA,37,9,11,3,cluster3
2611,OK,40,10,0,6,cluster1
2612,IL,36,9,16,6,cluster3
2613,OK,37,12,0,0,cluster6
2614,MO,35,11,10,3,cluster2
2615,NE,34,9,9,3,cluster3
2616,MO,35,12,7,0,cluster2
2617,MS,45,14,0,3,cluster7
2618,TX,38,10,0,3,cluster1
2619,WY,32,7,10,3,cluster8
2620,OK,34,11,0,3,cluster2
2621,IN,43,11,5,0,cluster1
2622,MI,33,9,10,9,cluster3
2623,MT,35,8,32,3,cluster4
2624,IL,37,10,0,3,cluster3
2625,MO,36,12,0,0,cluster2
2626,AR,36,12,5,3,cluster2
2627,GA,38,14,4,3,cluster0
2628,OK,38,12,0,3,cluster6
2629,WI,35,9,5,6,cluster3
2630,MN,33,8,9,6,cluster8
2631,WI,38,9,6,3,cluster3
2632,TX,34,12,44,0,cluster4
2633,WI,36,10,26,3,cluster4
2634,OK,42,11,3,6,cluster1
2635,SC,39,14,6,3,cluster0
2636,IL,34,8,29,3,cluster4
2637,IN,26,8,21,15,cluster9
2638,ID,34,11,10,3,cluster2
2639,NC,39,14,7,3,cluster0
2640,OR,33,10,42,3,cluster4
2641,IN,37,11,6,3,cluster1
2642,NJ,30,10,12,12,cluster5
2643,MS,47,14,3,6,cluster7
2644,VA,36,9,14,3,cluster3
2645,MO,40,9,0,0,cluster3
2646,CO,29,7,0,0,cluster8
2647,GA,35,10,4,3,cluster3
2648,GA,40,14,5,3,cluster0
2649,FL,32,10,18,3,cluster5
2650,NE,33,10,0,3,cluster3
2651,NE,35,9,8,3,cluster3
2652,KY,35,11,8,3,cluster2
2653,VT,29,8,0,0,cluster5
2654,NM,32,10,4,6,cluster3
2655,WA,40,11,7,6,cluster1
2656,IN,37,12,10,9,cluster2
2657,MI,39,8,7,3,cluster8
2658,MA,27,9,9,9,cluster5
2659,AZ,35,12,3,12,cluster2
2660,OK,38,11,5,3,cluster1
2661,FL,35,13,6,6,cluster0
2662,NV,24,7,10,12,cluster9
2663,AR,44,13,4,6,cluster6
2664,VT,31,8,0,0,cluster8
2665,ID,34,8,4,0,cluster8
2666,MI,36,11,13,0,cluster2
2667,KS,40,10,0,3,cluster1
2668,MO,38,12,26,0,cluster2
2669,NM,36,8,5,6,cluster8
2670,OH,37,11,3,3,cluster1
2671,MS,39,11,13,9,cluster1
2672,TX,38,12,14,0,cluster6
2673,NC,28,8,18,21,cluster5
2674,MI,39,8,6,3,cluster8
2675,MO,33,9,12,0,cluster3
2676,TX,38,10,0,0,cluster1
2677,KS,36,10,9,6,cluster3
2678,OH,38,13,8,6,cluster0
2679,VA,27,7,15,3,cluster9
2680,NC,43,15,3,3,cluster7
2681,GA,35,10,12,0,cluster3
2682,OH,34,10,11,24,cluster3
2683,CO,18,4,11,6,cluster9
2684,IA,39,9,5,6,cluster3
2685,IN,40,9,15,3,cluster3
2686,OR,37,9,13,3,cluster3
2687,GA,39,10,3,3,cluster1
2688,OK,40,14,5,3,cluster0
2689,KY,39,13,0,0,cluster0
2690,NC,33,11,6,0,cluster2
2691,AR,35,12,0,6,cluster2
2692,KY,39,14,3,0,cluster0
2693,FL,38,11,10,0,cluster1
2694,MI,37,10,4,3,cluster3
2695,NC,37,10,7,3,cluster3
2696,MS,42,14,13,3,cluster0
2697,MD,34,12,10,3,cluster2
2698,OR,33,9,10,6,cluster3
2699,ND,41,9,0,3,cluster1
2700,TN,38,14,17,9,cluster0
2701,MT,30,8,14,0,cluster5
2702,IN,35,13,9,0,cluster0
2703,TX,36,11,13,0,cluster2
2704,WI,34,10,6,3,cluster3
2705,MN,33,8,10,3,cluster8
2706,ND,34,10,18,3,cluster3
2707,GA,32,13,13,3,cluster2
2708,SC,44,16,0,3,cluster7
2709,KS,34,11,0,6,cluster2
2710,NV,25,8,6,3,cluster9
2711,KY,40,13,15,0,cluster0
2712,VA,37,12,4,3,cluster2
2713,OH,38,10,3,0,cluster1
2714,MT,33,9,0,0,cluster3
2715,FL,29,10,9,30,cluster5
2716,OK,38,13,3,3,cluster0
2717,GA,36,11,7,0,cluster2
2718,OH,34,9,13,3,cluster3
2719,MO,41,11,16,3,cluster1
2720,NE,33,8,11,3,cluster8
2721,ME,30,10,7,6,cluster5
2722,TX,35,12,0,0,cluster2
2723,MI,38,11,0,3,cluster1
2724,MT,34,8,12,3,cluster8
2725,CO,19,5,70,3,cluster9
2726,TN,40,13,0,0,cluster6
2727,KS,41,11,0,3,cluster1
2728,NE,33,10,49,0,cluster4
2729,LA,38,12,7,9,cluster6
2730,MN,29,6,11,6,cluster9
2731,MN,26,7,9,12,cluster9
2732,OH,34,12,5,3,cluster2
2733,KY,40,12,0,0,cluster6
2734,SC,41,15,6,3,cluster7
2735,KS,36,10,0,3,cluster3
2736,IL,37,8,8,6,cluster8
2737,AZ,26,7,2,3,cluster9
2738,IA,41,8,0,0,cluster8
2739,TX,30,8,12,3,cluster5
2740,PA,29,11,11,12,cluster2
2741,CO,31,7,0,3,cluster8
2742,GA,32,10,5,3,cluster3
2743,MI,37,10,15,3,cluster3
2744,MT,28,9,9,3,cluster5
2745,KS,39,11,0,3,cluster1
2746,CO,35,8,0,3,cluster8
2747,SD,39,10,0,0,cluster1
2748,NE,35,9,0,0,cluster3
2749,IL,39,10,7,3,cluster1
2750,TX,36,10,0,0,cluster3
2751,VA,36,11,4,0,cluster2
2752,KS,34,11,0,6,cluster2
2753,FL,29,9,8,9,cluster5
2754,AR,39,9,5,3,cluster3
2755,MI,35,11,15,3,cluster2
2756,SC,44,14,0,3,cluster7
2757,MN,34,9,24,3,cluster4
2758,MN,35,9,12,6,cluster3
2759,TX,31,10,12,0,cluster5
2760,KS,42,12,0,6,cluster6
2761,MT,27,9,0,3,cluster5
2762,NC,42,13,0,3,cluster6
2763,AR,38,14,0,0,cluster0
2764,IL,35,10,5,3,cluster3
2765,WY,34,8,0,3,cluster8
2766,TX,35,11,0,0,cluster2
2767,GA,35,13,11,3,cluster0
2768,SC,41,15,0,3,cluster7
2769,MO,35,11,7,3,cluster2
2770,MA,22,7,19,15,cluster9
2771,TX,37,9,12,3,cluster3
2772,GA,40,13,0,0,cluster6
2773,NC,40,14,3,3,cluster0
2774,IA,34,9,12,6,cluster3
2775,WY,25,5,11,3,cluster9
2776,MA,23,9,44,3,cluster4
2777,IL,32,10,20,0,cluster5
2778,NY,33,8,14,9,cluster8
2779,AL,46,16,2,3,cluster7
2780,GA,27,9,12,9,cluster5
2781,IA,39,9,11,3,cluster3
2782,NY,27,10,4,39,cluster5
2783,KY,38,13,11,3,cluster0
2784,MN,33,10,15,3,cluster3
2785,NY,33,10,11,9,cluster3
2786,KY,38,13,5,3,cluster0
2787,TX,38,10,0,3,cluster1
2788,MI,36,10,24,3,cluster4
2789,NE,39,9,0,0,cluster3
2790,WY,29,7,12,6,cluster9
2791,MO,39,11,5,3,cluster1
2792,ND,37,9,36,6,cluster4
2793,SC,36,12,7,3,cluster2
2794,PA,33,9,11,12,cluster5
2795,KS,35,10,0,3,cluster3
2796,AL,36,12,8,3,cluster2
2797,TX,35,10,0,3,cluster3
2798,CO,29,6,0,6,cluster9
2799,SC,33,11,9,9,cluster2
2800,AK,35,6,0,0,cluster8
2801,TX,39,10,0,0,cluster1
2802,ND,34,11,0,0,cluster2
2803,TN,41,13,0,0,cluster6
2804,AR,37,12,6,3,cluster2
2805,VA,33,8,19,0,cluster8
2806,KY,40,12,11,0,cluster6
2807,VA,35,7,8,6,cluster8
2808,AK,39,6,0,0,cluster8
2809,MO,35,11,0,0,cluster2
2810,ID,38,9,0,3,cluster3
2811,ID,36,11,0,0,cluster2
2812,OH,39,11,7,6,cluster1
2813,WV,41,14,0,0,cluster0
2814,AR,37,10,7,3,cluster3
2815,KY,40,13,0,0,cluster6
2816,MN,34,8,14,3,cluster8
2817,MN,36,8,18,3,cluster8
2818,PA,36,10,13,6,cluster3
2819,SD,31,10,12,3,cluster5
2820,MI,39,11,8,3,cluster1
2821,GA,41,17,0,0,cluster7
2822,GA,39,11,3,3,cluster1
2823,VA,35,14,7,3,cluster0
2824,NM,29,8,6,6,cluster5
2825,CA,18,6,23,9,cluster9
2826,AR,38,12,0,3,cluster6
2827,AK,0,9,0,0,cluster9
2828,CO,26,8,13,3,cluster5
2829,ND,39,10,0,3,cluster1
2830,MS,42,16,8,3,cluster7
2831,MT,24,7,14,9,cluster9
2832,VA,33,11,11,3,cluster2
2833,SD,33,8,0,0,cluster8
2834,KY,38,13,6,3,cluster0
2835,CA,33,7,7,9,cluster8
2836,TX,37,10,0,0,cluster3
2837,MO,39,11,0,0,cluster1
2838,GA,35,12,0,0,cluster2
2839,TX,35,11,0,3,cluster2
2840,SD,38,12,14,3,cluster6
2841,GA,42,13,0,0,cluster6
2842,PA,31,10,13,18,cluster5
2843,NC,36,11,5,0,cluster2
2844,SD,39,9,0,0,cluster3
2845,MI,35,13,15,0,cluster0
2846,TX,34,12,7,3,cluster2
2847,UT,36,10,31,3,cluster4
2848,IN,32,9,8,9,cluster5
2849,IA,35,9,0,3,cluster3
2850,MO,40,11,0,3,cluster1
2851,FL,24,11,10,6,cluster5
2852,MS,44,15,0,3,cluster7
2853,GA,38,12,11,3,cluster6
