@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,3_clustered'

@attribute Instance_number numeric
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute African_American numeric
@attribute American_Alaskan_Native numeric
@attribute asian numeric
@attribute hispanic numeric
@attribute pacific_highlander numeric
@attribute 18_younger numeric
@attribute senior_citizen numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14}

@data
1412,GA,40.61,0.6,0.63,3.88,0.06,23.77,16.33,cluster5
1413,NY,6.75,1.09,0.91,2.29,0.04,20.8,16.55,cluster7
1414,TX,18,0.5,0.3,16.7,0.9,27.1,15.1,cluster12
1415,WY,1.03,1.19,0.82,15.64,0.12,26.99,8.78,cluster10
1416,ND,0.16,0.52,0.16,1.12,0,21.97,19.6,cluster7
1417,MS,59.96,3.7,0.13,0.56,0,21.71,16.27,cluster0
1418,MO,9,0.3,0.2,3.3,0,21.9,14.9,cluster7
1419,KS,5.77,3.45,0.64,5.33,0.13,23.52,17.62,cluster7
1420,FL,32,0.3,2.6,4.7,0.1,19.6,9.2,cluster5
1421,OH,3.31,0.18,4.12,2.32,0.05,26.44,11.89,cluster1
1422,IN,2.69,0.19,0.41,1.12,0.02,20.6,15.94,cluster7
1423,VA,36.5,0.2,0.2,1.1,0,19.3,13.1,cluster5
1424,OH,7.57,0.29,0.79,1.66,0.02,22.54,16.52,cluster7
1425,KY,0.63,0.11,0.45,0.74,0.02,21.78,14.16,cluster7
1426,ME,0.5,0.5,0.4,0.7,0,21.6,16,cluster7
1427,MD,63.13,1.01,4.32,15.21,0.17,23.54,9.81,cluster0
1428,AR,8.2,0.6,0.6,4.2,0,21.1,21.7,cluster3
1429,TX,8.59,0.74,11.71,14.92,0.08,27.77,8.75,cluster10
1430,KY,4.7,0.28,1,2.77,0.12,24.84,11.27,cluster1
1431,OH,6.6,0.2,1,1.4,0,25.5,12.1,cluster1
1432,KS,1.32,1.22,0.52,4.42,0.04,24.45,17.39,cluster1
1433,GA,0.83,0.41,0.42,2.57,0.02,17.51,26.93,cluster14
1434,OK,3.16,2.64,0.95,4.89,0.05,19.09,16.92,cluster7
1435,MS,26.62,0.34,0.16,0.99,0.01,21.42,11.79,cluster12
1436,IN,5.16,0.3,1.02,2.8,0.02,23.53,13.19,cluster1
1437,NY,0.69,0.35,0.45,1.86,0.01,21.81,17.78,cluster7
1438,TX,2.9,1.2,0.2,40.6,0,33.6,10.4,cluster2
1439,OH,7.34,0.3,2.98,2.31,0.08,20.81,14.5,cluster4
1440,MO,1.99,0.39,0.4,2.11,0.03,27.55,11.1,cluster1
1441,NY,4.52,0.38,0.72,2.87,0.01,20.48,16.44,cluster7
1442,MT,0.4,49,0.3,2.4,0,29.7,13.4,cluster9
1443,WV,2.5,0.3,0.3,0.6,0,23.6,12.8,cluster1
1444,IL,1.78,0.35,0.84,8.67,0.12,21.86,17.34,cluster7
1445,MT,0.1,0.5,0.1,0.5,0.1,24,18.1,cluster7
1446,MI,0.29,0.78,0.37,1.53,0.03,19.66,22.49,cluster3
1447,IN,3.14,0.36,1.28,8.62,0.03,23.76,12.72,cluster1
1448,IL,0.8,0.2,0.7,7.1,0,23.6,17.6,cluster7
1449,SD,0.48,3.13,0.37,2.52,0.04,19.21,22.08,cluster3
1450,OK,11,14.4,0.3,3.2,0.1,23.4,12.8,cluster11
1451,MI,6.3,0.5,1.8,4,0,22.5,13.4,cluster1
1452,MS,65.6,0.1,0.6,1.6,0,26.2,11.5,cluster0
1453,MO,0.16,0.23,0.25,0.82,0,24.83,20.09,cluster7
1454,UT,0.12,1.76,0.78,12.99,0.13,32.12,14.57,cluster10
1455,ID,0.37,9,0.39,2.95,0.09,23.34,19.22,cluster7
1456,IL,4.99,0.23,0.53,4.08,0.01,22.09,16.18,cluster7
1457,MS,7.5,0.7,1,2.5,0,23.4,15.1,cluster1
1458,TX,7.13,0.94,0.54,15.88,0.09,25.33,15.8,cluster13
1459,CA,7.09,1.99,15.61,39.35,0.72,28.63,10.99,cluster8
1460,MS,12.8,0.5,0.4,2.2,0,25,14.2,cluster12
1461,TX,25.91,0.56,0.5,10.28,0.01,19.62,20.33,cluster12
1462,AL,42.09,0.39,1.48,3.92,0.08,23.46,13.58,cluster5
1463,KY,3.5,0.54,0.72,3.41,0.16,26.28,11.23,cluster1
1464,MN,1.09,0.38,1.24,2.6,0.04,29.56,9.98,cluster10
1465,LA,13.8,2.4,0.8,2.4,0,24.5,12.3,cluster12
1466,IN,0.48,0.37,0.25,3.03,0.03,23.86,17.66,cluster7
1467,KY,3.32,0.14,0.06,0.73,0.09,19.22,17.47,cluster7
1468,KY,2.62,0.18,0.26,1.77,0.07,22.14,16.05,cluster7
1469,GA,17.1,0.27,0.54,3.84,0.05,22.49,16.19,cluster12
1470,IA,0.67,0.28,0.53,1.94,0.03,25.32,14.3,cluster1
1471,CO,1.16,0.83,6.23,11.65,0.11,24.31,11.12,cluster10
1472,KS,0.27,2.04,0.46,12.67,0.02,23.77,20.25,cluster13
1473,WV,0.3,0.3,0.2,0.6,0,21.1,15.3,cluster7
1474,NE,3.95,0.62,2.2,7.57,0.11,28.23,9.36,cluster10
1475,SD,0.21,37.47,0.29,1.21,0.03,28.48,14.77,cluster11
1476,OK,5.1,3.4,0.1,3.8,0.1,17.2,19.4,cluster3
1477,TX,7.9,0.4,0.6,29,0.1,25.7,15.4,cluster13
1478,WI,0.25,0.47,0.54,5.88,0.06,24.18,16.55,cluster1
1479,DE,13.4,0.5,0.9,7.2,0.1,20.8,21.4,cluster3
1480,KS,9.6,0.8,1.4,3.9,0.1,25,10.5,cluster1
1481,TN,3.87,0.77,0.81,10.81,0.14,23.46,16.88,cluster1
1482,WY,1,20.3,0.5,5.9,0.1,25.9,14.5,cluster11
1483,WI,0.42,0.43,0.36,2.37,0.04,23.04,16.96,cluster7
1484,SD,0.2,66.48,0.35,2.82,0.05,33.95,10.91,cluster9
1485,MI,0.32,0.09,0.05,0.69,0,18.64,24.8,cluster14
1486,CA,4.5,7.2,2.8,16.7,0.1,21.9,13.4,cluster13
1487,WV,0.24,0.21,0.19,0.6,0.02,20.69,17.17,cluster7
1488,LA,37,0.2,0.3,1.6,0,24.2,15.5,cluster5
1489,MN,0.9,1.6,0.9,2.4,0,22.9,15.7,cluster7
1490,WI,0.27,1.32,0.35,1.47,0.02,21.96,16.16,cluster7
1491,WY,1.5,1.3,0.8,13,0,27.9,8.3,cluster10
1492,CO,0.27,2.82,0.44,43.17,0.03,24.42,17.04,cluster2
1493,TX,1.56,1.39,0.73,50.22,0.02,29.65,10.75,cluster2
1494,OH,1.21,0.15,1.04,1.68,0.01,24.25,14.34,cluster1
1495,GA,26.3,0.4,0.4,2.4,0,23.3,11.8,cluster12
1496,MT,0.15,0.84,0.15,1.23,0,18.28,22.58,cluster3
1497,MI,6.42,0.48,1.79,4.9,0.02,22.35,15.2,cluster1
1498,PA,3.4,0.1,0.6,1,0,20.6,17.5,cluster7
1499,MS,23.81,0.33,2.19,2.4,0.11,18.41,10.57,cluster12
1500,MI,0.4,7.1,0.4,1,0,19.8,20.9,cluster3
1501,VA,17.54,0.38,0.47,2.36,0.05,21.67,15.06,cluster12
1502,MO,0.6,0.2,0.8,1.4,0,24.7,16,cluster1
1503,AZ,1.1,13.8,0.5,24.4,0.1,18.8,33.1,cluster14
1504,NJ,2.93,0.28,1.87,8.5,0.03,23.24,21.54,cluster3
1505,IA,0.24,0.18,0.29,6.71,0.1,23.39,20.89,cluster3
1506,WV,0.22,0.33,0.17,0.76,0.03,19.84,18.5,cluster7
1507,CA,3.41,4.58,2.24,54.5,0.23,28.33,12.19,cluster2
1508,MN,0.33,0.32,0.49,1.7,0.1,20.84,23.44,cluster3
1509,NE,0.67,0.16,0.08,2.46,0,22.99,22.59,cluster3
1510,OK,2.38,10.28,0.31,6.42,0.23,24.23,16.83,cluster1
1511,MS,14.58,0.23,0.19,4.43,0.07,25.45,15.25,cluster12
1512,NV,0.81,3.03,1.46,15.12,0.32,23.7,18.05,cluster13
1513,SC,7.63,0.28,0.66,4.58,0.03,20.7,19.66,cluster7
1514,NC,30.48,0.78,4.93,12.36,0.13,25.02,9.39,cluster12
1515,NC,31.54,0.65,0.36,7.13,0.02,18.38,15.41,cluster5
1516,AR,54.53,0.37,0.87,1.71,0.04,23.56,13.65,cluster0
1517,LA,50.3,0.24,0.23,1.28,0.01,24.83,14.1,cluster0
1518,IA,0.35,0.12,0.29,0.88,0.01,24.78,16.9,cluster1
1519,CO,0.16,0.47,0.54,5.16,0.11,16.23,21.81,cluster14
1520,MS,30.16,0.2,0.34,1.01,0.03,25.6,14.72,cluster5
1521,WA,1.3,1.7,1.2,36.8,0.1,31.1,11.5,cluster2
1522,NH,0.43,0.31,0.6,1.21,0.02,20.15,17.74,cluster7
1523,NE,0.92,0.33,0.49,1.87,0.03,21.06,18.04,cluster7
1524,IN,0.44,0.21,0.87,1.75,0.03,24.86,14.67,cluster1
1525,NM,1.65,1.96,0.82,52.71,0.21,27.87,14.35,cluster2
1526,IA,1.2,0.2,0.9,3.4,0,21.3,17.8,cluster7
1527,KS,1,0.7,0.4,2.2,0,21.2,22.8,cluster3
1528,MT,0.2,11.5,0.3,1.4,0,23.1,21.4,cluster3
1529,NY,12.4,0.3,4.1,4.2,0,20.1,13.7,cluster4
1530,TX,10.54,0.69,5.31,23.86,0.11,20.13,7.43,cluster4
1531,VT,0.79,0.27,0.76,1.5,0.05,19.81,19.86,cluster3
1532,TX,0.43,0.51,0.5,90.71,0.04,28.07,17.34,cluster6
1533,IA,0.2,0.4,0.5,7.3,0,24.7,16.8,cluster1
1534,UT,0.22,1.35,0.35,4.62,0.19,31.27,15.26,cluster10
1535,GA,58.2,0.1,0.2,1.3,0,19.3,21.5,cluster0
1536,CO,0.9,0.5,1,6.2,0.1,20.3,9.1,cluster4
1537,TX,0.1,0.5,0,38,0.1,23.8,18,cluster2
1538,DE,23.3,0.6,2,4.6,0.1,25.2,13.4,cluster12
1539,NE,0.29,0.46,0.15,1.57,0.01,25.32,18.24,cluster1
1540,IL,5.46,1.04,3.68,31.11,0.07,28.65,9.96,cluster2
1541,MT,0.24,14.44,0.26,1.39,0,24.83,19.25,cluster11
1542,WY,0.48,1.31,0.71,3.61,0.09,21.91,15.96,cluster7
1543,MO,2.2,0.3,0.4,1.6,0,22.4,20.3,cluster3
1544,AR,0.6,0.5,0.3,1.5,0,18.3,27.4,cluster14
1545,WV,0.9,0.2,0.2,0.8,0,20.1,21.4,cluster3
1546,TX,0.35,1.25,0.52,63,0.08,26.45,14.88,cluster6
1547,CA,1.2,6.5,2.1,8.9,0.3,20.2,13,cluster4
1548,IL,0.43,0.25,0.09,1.28,0,20.55,20.77,cluster3
1549,IA,0.49,0.26,0.68,2.88,0.01,22.92,18.41,cluster7
1550,AR,53.02,0.35,0.54,4.96,0.03,22.9,18.54,cluster0
1551,NE,0.24,0.57,0.25,1.97,0.03,24.35,18.84,cluster7
1552,AR,41.8,0.3,0.4,3,0,24.6,16.3,cluster5
1553,VA,15.37,0.22,0.68,3.04,0.05,22.48,16.09,cluster12
1554,GA,43.49,0.37,5.75,8.08,0.07,23.67,9.18,cluster5
1555,NH,0.35,0.3,0.65,1.05,0.02,17.98,21.41,cluster3
1556,TX,2.5,0.37,0,27.13,0,23.32,23.25,cluster13
1557,OR,0.8,1.08,3.78,7.96,0.26,23.17,14.21,cluster1
1558,IL,1.82,0.2,0.24,1.11,0.05,22.5,18.89,cluster7
1559,WY,0.3,0.7,0.2,4.2,0,28.6,12.6,cluster1
1560,VA,2.09,0.22,0.15,2.75,0.03,18.24,22.6,cluster3
1561,NE,0.37,0.24,0.17,3.23,0,23.3,20.85,cluster3
1562,IN,0.8,0.3,0.8,7.3,0,26,13.1,cluster1
1563,SD,2.6,84.8,0.7,6.3,0.1,40.5,5.3,cluster9
1564,WY,0.2,0.9,1.7,8.5,0.1,25.9,17.2,cluster1
1565,IA,7.2,0.4,2.4,5,0,24.8,12.7,cluster1
1566,VA,38.6,0.4,1,4.8,0.1,26.2,14.6,cluster5
1567,TX,0.51,0.87,0.68,10.55,0.09,20.53,22.71,cluster3
1568,NC,25.27,0.89,0.47,6.96,0.07,21.79,19.11,cluster12
1569,TN,0.32,0.39,0.42,2.52,0.1,18.56,27.81,cluster14
1570,SC,46.5,0.1,0.3,0.9,0,14.6,24.3,cluster5
1571,AR,2.6,0.6,1.1,3.3,0.1,24,15.9,cluster1
1572,MI,1,0.85,0.4,5.53,0.02,23.86,16.75,cluster1
1573,AR,29.77,0.42,0.3,3.38,0.01,18.98,12.31,cluster5
1574,TX,3.8,1.2,1.2,81.8,0.2,31.4,10.6,cluster6
1575,FL,5.01,0.41,1.24,10.61,0.08,19.54,26.13,cluster14
1576,OH,1.02,0.21,0.25,0.7,0.01,24.22,14.84,cluster1
1577,LA,33,0.4,0.3,1.6,0,23.9,17,cluster5
1578,CO,10.2,1.4,3.5,33.9,0.3,23,10.2,cluster2
1579,MI,1.31,0.46,2.03,2.14,0.07,23.06,14.99,cluster1
1580,IN,0.24,0.33,0.24,2.24,0.06,23.52,18.22,cluster7
1581,WA,2.73,1.58,5.37,7.39,0.84,22.42,14.04,cluster4
1582,CO,1.56,1.27,0.67,9.83,0.09,15.94,21.2,cluster14
1583,WY,1.32,1.01,2.99,8.9,0.09,16.06,9.01,cluster4
1584,WV,2.42,0.13,0.31,1.13,0.03,19.86,18.89,cluster7
1585,KY,8.02,0.27,0.39,1.36,0.04,22.04,19.77,cluster7
1586,CA,2.1,1.1,3.3,19.6,0.1,18.7,14.8,cluster13
1587,NJ,13.78,0.5,0.92,7.07,0.03,23.13,15.14,cluster12
1588,FL,5.25,1.01,1.2,12.45,0.16,17.28,28.32,cluster14
1589,OR,1,1.5,1.3,14.3,0.1,24.8,12.9,cluster1
1590,GA,53.68,0.57,5.38,9.63,0.08,23.86,9.55,cluster0
1591,IL,3.5,0.2,0.5,1,0,22.7,17.7,cluster7
1592,MN,0.38,0.36,0.52,4.75,0.02,28.4,12.73,cluster1
1593,CO,1.3,0.6,0.9,14.9,0.1,19,5.7,cluster4
1594,NE,0.2,0.49,0.24,3.04,0.11,23.28,20.75,cluster3
1595,NE,1.78,1.63,1.15,24.02,0.47,27.25,13.42,cluster13
1596,NC,26.32,0.93,0.53,7.83,0.08,23.7,14.05,cluster12
1597,TX,1.17,0.83,0.56,55.78,0.22,19.51,24.78,cluster2
1598,WI,1.07,1.75,3.05,3.77,0.05,24.67,12.04,cluster1
1599,WI,0.58,0.85,1.84,2.35,0.01,22.4,17.29,cluster7
1600,MT,0.6,35.2,0.8,3.6,0,31.7,11,cluster11
1601,VA,14.97,0.41,2.39,7.76,0.15,26.41,11.06,cluster12
1602,MS,24.7,0.1,0.1,0.8,0.1,26.5,14.1,cluster12
1603,CA,0.61,6.15,1.88,22.67,0.21,21.99,17.22,cluster13
1604,TX,1.68,0.92,0.63,10.94,0.05,24.37,13.57,cluster1
1605,MS,2.69,0.4,0.15,2.75,0.04,22.58,18.86,cluster7
1606,UT,0.17,0.32,0.41,2.43,0.1,34.25,11.27,cluster10
1607,OH,1.6,0.2,1.1,1.5,0,25.2,12.7,cluster1
1608,CO,5.94,1.3,2.91,15.39,0.4,25.71,10.2,cluster10
1609,AR,1.1,0.6,0.1,1.1,0,22.7,18.7,cluster7
1610,MO,0.75,0.74,0.37,1.85,0.01,21.46,23.27,cluster3
1611,KY,0.62,0.11,0.23,1.52,0,23.53,16.76,cluster7
1612,MN,0.76,0.26,2.85,6.58,0.15,23.35,22.16,cluster3
1613,OR,0.9,4.5,1,9.9,0.2,23.1,16.4,cluster1
1614,MS,42.37,0.21,0.34,3.72,0.05,25.3,14.87,cluster5
1615,FL,22.7,1,2.6,3.9,0.2,21.9,14.9,cluster12
1616,CA,2.39,1.39,33.2,26.95,0.49,23.64,11.63,cluster8
1617,PA,3.89,0.1,0.46,1.09,0.01,20.92,18.84,cluster7
1618,WA,1,1.9,1,26.8,0.2,27.8,13.2,cluster13
1619,ND,0.24,0.63,0.09,0.99,0.03,20.98,22.24,cluster3
1620,IA,0.1,0.3,0.4,1.3,0,22.5,20.8,cluster3
1621,MO,0.38,0.9,0.33,1.07,0.04,23.01,19.42,cluster7
1622,GA,25.88,0.51,1.32,6.53,0.19,23.61,16.29,cluster12
1623,AL,46.2,0.38,0.13,1.49,0.02,22.37,19.2,cluster5
1624,NE,0.9,1.1,1,41.7,0.2,32.3,12.1,cluster2
1625,KS,2.84,0.84,0.55,2.19,0.03,25.02,17.8,cluster1
1626,ND,0.1,0.5,1,0.4,0,17.2,29.1,cluster14
1627,KS,0.8,1.1,0.2,7.6,0,24.9,20,cluster7
1628,KS,0.28,0.73,0.6,2.7,0.03,23.98,20.03,cluster7
1629,FL,6.01,0.89,1.97,4.6,0.15,22.88,13.56,cluster1
1630,KY,0.3,0.26,0.09,0.7,0.02,23.17,15.14,cluster1
1631,OH,1.2,0.2,0.5,5.8,0.1,26.5,13.7,cluster1
1632,OH,2.48,0.28,1.58,4.63,0.04,21.25,12.47,cluster4
1633,WV,9.3,0.17,0.07,0.46,0,19.99,16.63,cluster7
1634,IL,5.7,0.2,0.7,1.8,0,21,16.2,cluster7
1635,AR,23.82,0.82,0.5,3.04,0.05,24.22,13.96,cluster12
1636,IL,1.3,0.2,2.7,11.3,0,26.8,10.8,cluster10
1637,OH,2.7,0.4,1.9,1.4,0,16.3,10.2,cluster4
1638,IA,0.21,0.14,0.3,1.12,0.02,24.15,21.79,cluster3
1639,ID,0.17,1.23,0.43,10.41,0.13,34.77,10.24,cluster10
1640,AR,54.9,0.2,0.5,4.7,0,24.4,17.6,cluster0
1641,TX,0.96,0.58,0.72,85.82,0.01,28.86,14.64,cluster6
1642,NY,4,0.4,9.2,4,0,16.4,10.4,cluster4
1643,KY,6.59,0.43,0.25,2.41,0.04,23.91,16.47,cluster1
1644,SC,42.42,0.48,0.3,3.12,0.07,21.35,18.27,cluster5
1645,NY,9.45,0.44,3.71,10.78,0.07,21.64,13.87,cluster4
1646,MN,0.5,7.9,0.5,1.4,0,24,17.1,cluster7
1647,GA,43.1,0.4,4.4,8.7,0.1,24.2,7.9,cluster5
1648,MO,11.35,0.36,1.28,2.44,0.06,23.08,13.12,cluster1
1649,MN,2.71,0.95,5.93,4.48,0.1,29.28,8.47,cluster10
1650,AL,14.8,0.4,0.5,3.3,0,23.3,16.2,cluster12
1651,OK,8.2,2.2,1.5,20.7,0.2,27,12.5,cluster10
1652,TN,13.2,0.3,0.1,9.8,0,24.5,16.1,cluster12
1653,ID,0.21,0.52,0.52,3.34,0.05,28,17.7,cluster1
1654,NV,2.15,1.89,1.59,13.8,0.56,19.89,24.65,cluster14
1655,OK,0.75,12.3,0.33,2.45,0.04,24.14,17.2,cluster11
1656,TX,0.08,0.27,0.3,95.55,0,33.82,10.51,cluster6
1657,TN,3.9,0.4,0.1,1.6,0,20.9,14.2,cluster7
1658,TX,0.39,0.62,0.75,88.07,0.05,32.65,11.27,cluster6
1659,KY,0.5,0.2,0,0.6,0,23.5,13.8,cluster1
1660,MI,1.15,0.51,0.41,4.2,0.01,23.59,13.87,cluster1
1661,GA,46.33,0.5,1.91,9.86,0.09,25.94,11.86,cluster5
1662,TX,1.9,0.8,0.4,15.9,0,25.6,11.5,cluster10
1663,TX,8.42,0.9,6.95,18.51,0.09,26.93,7.78,cluster10
1664,MS,69.8,0.2,0.4,2,0,29.6,12.3,cluster0
1665,IN,1.13,0.36,0.34,1.08,0.01,24.32,16,cluster1
1666,KS,1.42,0.64,0.42,2.74,0.05,26.41,13.48,cluster1
1667,IL,1.1,0.19,0.12,0.94,0.01,22.66,17.27,cluster7
1668,WI,0.6,0.5,0.6,1.4,0,22.2,18.5,cluster7
1669,MI,2.01,0.47,1.43,3.99,0.03,24.15,13.26,cluster1
1670,TN,2.18,0.27,0.39,2.64,0.09,21,17.97,cluster7
1671,GA,34.35,0.2,0.22,1.95,0.03,20.24,14.76,cluster5
1672,TX,4.37,2.23,0.52,31.11,0,27.62,17.21,cluster13
1673,KS,0.32,0.29,0.24,1.55,0.11,19.36,26.53,cluster14
1674,OH,7.56,0.28,0.78,1.67,0.03,22.3,16.89,cluster7
1675,OH,1.4,0.2,0.9,1.4,0,25.4,11.5,cluster1
1676,AR,22.66,0.29,0.52,1.49,0.02,24.87,16.37,cluster12
1677,SD,0.6,2.09,0.72,2.81,0.05,18.8,17.14,cluster7
1678,OH,8.2,0.2,0.5,1.1,0,21.9,17.3,cluster7
1679,NE,1.6,0.5,0.8,4.1,0.1,23.3,17.6,cluster7
1680,WV,0.21,0.23,0.29,0.54,0.02,20.72,17.97,cluster7
1681,CA,6.7,0.6,31.4,14.4,0.5,14.4,14,cluster8
1682,CO,5.2,0.7,0.4,20.2,0,21.3,15.1,cluster13
1683,IL,3.55,0.19,0.7,1.29,0.02,22.84,17.51,cluster7
1684,NE,0.8,0.3,0.4,2.4,0,25.3,13.1,cluster1
1685,OR,0.2,1.8,0.5,7.8,0,18.7,22.3,cluster3
1686,KS,0.47,4.53,0.11,2.46,0.06,20.78,24.84,cluster3
1687,OK,0.97,6.78,0.34,8.7,0.02,23.7,19.12,cluster7
1688,OK,3.83,3.18,0.91,12.34,0.01,24.65,12.46,cluster1
1689,ND,0.3,1.13,0.79,2.21,0.05,21.59,19.63,cluster3
1690,MN,0.43,0.34,0.65,5.45,0.02,25.04,14.37,cluster1
1691,CO,0.81,1,2.09,10.69,0.09,20.63,12.92,cluster4
1692,FL,10.99,0.32,2.26,8.96,0.07,18.85,26.57,cluster14
1693,TX,4.94,1.55,0.48,56.92,0.11,28.53,12.1,cluster2
1694,KS,0.2,1,0.1,23.4,0,27.9,17.6,cluster13
1695,OH,2.84,0.32,0.34,8.91,0.01,23.99,15.53,cluster1
1696,GA,9.18,0.23,0.03,1.46,0.03,25.78,15.24,cluster1
1697,FL,5.63,0.46,1.22,21.04,0.12,15.08,17.76,cluster13
1698,IA,3.97,0.31,1.94,2.78,0.09,24.34,13.17,cluster1
1699,NY,2.3,0.3,0.9,2.4,0.1,18.7,16.2,cluster7
1700,MN,0.3,1,0.2,2.6,0,23.9,17.8,cluster7
1701,KY,4.68,0.27,1.02,2.74,0.12,24.77,11.75,cluster1
1702,LA,31.39,0.37,0.05,1.05,0,22.67,14.79,cluster5
1703,KY,0.3,0,0,1,0.5,21.1,16.9,cluster7
1704,GA,10.45,0.51,0.5,2.13,0.03,24.84,13.86,cluster1
1705,ID,0.27,2.15,0.55,32.48,0.05,28.95,14.89,cluster2
1706,VA,30.2,0.4,2.5,3.3,0.1,26,10.4,cluster5
1707,IL,24.14,0.77,6.5,24.41,0.08,23.48,12.09,cluster12
1708,AR,14.5,0.4,0.2,1.3,0,20.4,19.2,cluster7
1709,VA,19,0.45,6.38,6.97,0.16,23.18,11.35,cluster12
1710,NE,0.15,0.3,0.21,3.48,0.11,24.02,19.91,cluster7
1711,IN,0.52,0.36,0.51,1.29,0.03,23.14,16.81,cluster7
1712,AL,73.23,0.25,0.28,0.97,0,24.06,15.72,cluster0
1713,CA,1.6,4.4,1.3,10.3,0.2,21,19.4,cluster3
1714,IL,15,0.2,1,1.4,0,22.7,16.3,cluster12
1715,CA,3.13,3.06,7.17,25.9,0.48,28.77,10.22,cluster10
1716,TN,3.3,0.3,0.4,1.5,0,23.1,17.1,cluster7
1717,NE,0.12,0.47,0.2,1.81,0,20.29,24.02,cluster3
1718,WI,0.6,0.67,0.47,2.59,0.01,17.93,22.93,cluster3
1719,MD,12.53,0.29,2.62,3.67,0.09,23.49,13.51,cluster12
1720,VA,17.4,0.4,2.8,8.7,0.1,29.2,6.5,cluster10
1721,SD,0.1,14.6,0.2,1.3,0,22.1,25.7,cluster3
1722,TN,0.9,0.3,0.4,1.6,0,24.2,15.3,cluster1
1723,KY,14.29,0.38,3.42,6.98,0.09,21.01,10.61,cluster4
1724,NE,0.24,0.71,0.35,8.59,0.08,24.58,20.91,cluster3
1725,MT,0.4,2.3,0.5,2.5,0,18.9,19.9,cluster3
1726,VA,5.6,0.2,0.5,1.1,0,21.4,14,cluster7
1727,NE,0.25,0,0.1,0.98,0.05,20.42,27.61,cluster14
1728,IA,0.39,0.41,0.81,9.11,0.04,27.05,14.31,cluster1
1729,WI,0.64,0.44,2.73,1.46,0.04,20.11,12.4,cluster4
1730,AL,11.22,0.17,0.08,1.33,0.01,21.69,19.74,cluster7
1731,LA,48.59,0.21,0.39,2.11,0.01,21.95,13.04,cluster5
1732,TX,0.96,1.43,0.43,68.36,0.08,32.31,11.34,cluster6
1733,MD,1.04,0.15,0.32,0.8,0,21.06,18.64,cluster7
1734,IL,8.4,0.3,0.7,2.3,0,22.9,14.2,cluster1
1735,IA,2.3,0.62,0.79,2.86,0.04,22.02,20.14,cluster3
1736,NY,4.57,0.23,3.58,3.5,0.05,19.9,16.6,cluster4
1737,NY,2.77,0.25,0.45,2.35,0.03,20.31,16.34,cluster7
1738,CO,0.3,2.2,0.7,43.4,0.1,26,6.8,cluster2
1739,ND,0.43,0.74,0.35,1,0.17,18.68,24.66,cluster14
1740,NC,3.75,0.7,0.89,5.44,0.05,21.32,17.45,cluster7
1741,NE,0,0.4,0.3,3.7,0,23.9,20.3,cluster7
1742,MO,0.1,0.6,0.1,0.6,0,21.7,20.6,cluster3
1743,NE,0,0.12,0.49,0.61,0,23.84,19.56,cluster7
1744,IN,4.93,0.35,0.81,2.69,0.08,22.89,16.56,cluster7
1745,NC,43.2,0.4,0.4,3.5,0.1,23.4,17.2,cluster5
1746,VA,37.27,0.4,0.33,1.23,0.04,20.65,15.82,cluster5
1747,SD,0.6,0.85,0.73,1.6,0.03,20.37,18.07,cluster7
1748,KY,4.21,0.34,0.27,4.67,0.46,23.27,15.33,cluster1
1749,MT,0.1,0.6,0.3,2.2,0,17.5,19.4,cluster3
1750,MI,0.36,0.55,0.58,1.13,0.05,20.38,19.86,cluster3
1751,WV,0.74,0.54,0.25,0.6,0.02,21.05,17.78,cluster7
1752,GA,27.15,0.04,0.77,2.83,0.02,23.36,15.65,cluster12
1753,KY,0.9,0.2,0.1,0.6,0,22,17.8,cluster7
1754,KS,0.96,0.59,0.2,2.24,0,24.97,17.94,cluster1
1755,TN,18.8,0.2,0.3,2,0,24.2,16.7,cluster12
1756,TX,4.11,1.36,0.93,53.87,0.15,29.09,10.07,cluster2
1757,LA,3.9,0.6,0.7,4.3,0,22.8,9.1,cluster4
1758,SD,0.1,50.8,0,2.1,0,32.4,12.9,cluster9
1759,WI,2.6,1.6,0.5,2.2,0,21.5,16.7,cluster7
1760,MN,0.2,0.2,1.8,2.8,0,21,21.3,cluster3
1761,NC,16.03,0.53,1.07,7.86,0.06,23.4,14.7,cluster12
1762,MO,0.3,0.71,0.18,1.28,0.08,17.03,30.73,cluster14
1763,MN,0.84,1.51,0.77,5.53,0.03,23.34,16.73,cluster7
1764,IA,0.2,0.2,0.2,1.4,0,27.1,17,cluster1
1765,SC,31.29,0.51,0.94,5.72,0.08,23.58,15.39,cluster5
1766,CA,1.28,4.5,1.35,10.58,0.26,20.17,21.09,cluster3
1767,TN,18.68,0.46,0.65,2.3,0.09,26.86,11.45,cluster12
1768,AL,12.4,0.2,0.4,1.2,0,22.1,17.3,cluster7
1769,GA,4.3,0.31,0.45,1.68,0.06,23,15.85,cluster7
